id,title,isPaid,price,numSubscribers,numReviews,numPublishedLectures,instructionalLevel
645,Object Oriented Programming (OOP) in PHP - Build An OOP Site,TRUE,20,6588,721,36,All Levels
646,Beginners Introduction to Web Development,TRUE,200,7331,55,18,Beginner Level
647,Django + AngularJS for a Powerful Web Application,TRUE,95,4463,59,36,Intermediate Level
648,WordPress Academy: Learn WordPress step by step,TRUE,150,1873,360,79,Beginner Level
649,Web Development Essential Skills - Complete HTML and CSS,TRUE,95,1388,11,58,All Levels
650,Byte-Sized-Chunks: Closures in Javascript,TRUE,20,1292,2,12,All Levels
651,Laravel Account Activation Project,TRUE,50,1147,19,19,All Levels
652,WordPress: Create an Amazing Website With Ease,TRUE,200,1109,13,24,All Levels
653,Mastering the Google Chrome Developer Tools,TRUE,20,2002,41,31,All Levels
654,Kali Linux Web App Testing,TRUE,75,876,48,29,All Levels
655,Learn Ruby Programming The Easy Way - Lite,TRUE,20,1186,12,7,All Levels
656,"Web Scraping with Python, Ruby & import. io",TRUE,75,973,50,46,All Levels
657,Sending email with PHP: from Basic to Advanced,TRUE,40,379,58,45,All Levels
658,WordPress 2016 for Beginners : Build awesome websites!,TRUE,20,2177,13,43,All Levels
659,Learn to make websites with Google's Material Design Lite,TRUE,20,1063,72,84,All Levels
660,Joomla 3 : Develop a Professional Website in 3 Simple Steps!,TRUE,35,1309,74,43,All Levels
661,Complete Python Web Course: Build 8 Python Web Apps,TRUE,110,7489,941,173,All Levels
662,Web Design for Beginners: Real World Coding in HTML & CSS,TRUE,100,9103,1724,58,All Levels
663,Ethereum Developer: Build A Decentralised Blockchain App,TRUE,195,3169,527,38,All Levels
664,The Complete Web Development Course -  Build 15 Projects,TRUE,200,7501,1213,384,All Levels
665,Angular 2 + Rails 5 Bootcamp,TRUE,150,1967,372,60,Intermediate Level
666,Javascript - From Beginner to Pro-Build real world JS apps,TRUE,195,28694,688,77,Beginner Level
667,Redux in Angular (2 and 4+),TRUE,70,909,16,13,Intermediate Level
668,The complete JavaScript developer: MEAN stack zero-to-hero,TRUE,75,4820,983,53,All Levels
669,Running a Web Development Business: The Complete Guide,TRUE,150,24575,525,98,All Levels
670,Projects In JavaScript & JQuery,TRUE,60,9109,620,50,All Levels
671,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,TRUE,50,18818,407,80,All Levels
672,"Full stack Universal React with Redux, Node js and MongoDB",TRUE,195,1121,174,62,Intermediate Level
673,Creating an MP3 Player with HTML5,TRUE,20,14551,169,14,All Levels
674,Be a Bootstrap Developer from scratch,TRUE,100,5800,185,32,Beginner Level
675,Create Your First Wordpress Site in Under an Hour,TRUE,20,4867,128,12,Beginner Level
676,Learn Coding as RF or Telecom Engineer - Build Real Program,TRUE,25,1006,4,8,Beginner Level
677,Creating FaceBook Design Using Bootstrap - Handson Project,TRUE,80,4616,20,19,All Levels
678,Building HTML5 Canvas projects from scratch,TRUE,100,8968,35,25,Beginner Level
679,Learn How To Become a Web Developer From Scratch,TRUE,200,7062,72,172,Beginner Level
680,"Earn Big Profits With Web Development, Simple and Easy!",TRUE,90,3073,27,13,Beginner Level
681,BDD with Ruby on Rails using RSpec 3 and Capybara,TRUE,175,2706,179,103,All Levels
682,Learn By Example: jQuery,TRUE,50,1702,49,78,All Levels
683,Professional Python Web Development Using Flask,TRUE,120,3420,489,102,Beginner Level
684,JavaScript HTML CSS Project make a Quiz Tutorial,TRUE,95,7130,39,24,All Levels
685,Voiceover Audio Secrets - Your Way to Top Audio Quality,TRUE,195,918,8,39,Beginner Level
686,jQuery UI In Depth,TRUE,25,1520,21,52,All Levels
687,Codeless Website Development with Adobe Muse,TRUE,50,461,67,46,All Levels
688,Learn To Build A Google Map App Using Angular 2,TRUE,30,116,12,7,Beginner Level
689,Learn Reactivex From Ground Up,TRUE,40,207,32,32,Intermediate Level
690,Learn HTML in 59 Minutes - Your intro to front-end dev,TRUE,35,333,15,14,Beginner Level
691,WordPress Theme Customization 101 (for beginners),TRUE,40,305,40,9,Beginner Level
692,Supercharging Development With Atom Text Editor,TRUE,20,644,42,28,All Levels
693,Master WCF 4.0 From Scratch Using C#,TRUE,50,415,67,53,All Levels
694,Drupal 7 for Beginners,TRUE,35,926,102,37,All Levels
695,Critical Web Dev Skills & Tools for the Non-Tech Hustler,FALSE,0,3118,8,33,All Levels
696,Install WordPress on Computer using XAMPP,FALSE,0,4290,150,15,Beginner Level
697,Java Web Services Part 2,TRUE,20,959,51,74,Intermediate Level
698,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,TRUE,195,55332,1225,144,All Levels
699,Learn To Create WordPress Themes By Building 10 Projects,TRUE,60,2273,384,91,All Levels
700,The Complete NodeJS Course: Build a Full Business Rating App,TRUE,195,17784,260,61,All Levels
701,Master the MEAN Stack - Learn By Example,TRUE,195,25799,382,42,Intermediate Level
702,First Web Application with Spring Boot,TRUE,40,2865,95,32,Beginner Level
703,HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,TRUE,200,346,28,74,Beginner Level
704,Backbone Tutorial: Learn Backbonejs from Scratch,TRUE,90,4957,634,60,All Levels
705,AngularJS Custom Directives with Dan Wahlin,TRUE,75,4128,434,61,All Levels
706,Angular 2+ with Typescript - Essential Training,TRUE,195,29348,780,66,Beginner Level
707,Learn Angular 2 from Beginner to Advanced,TRUE,195,32696,526,67,Beginner Level
708,Create an eCommerce Wordpress Website 2016 - New Divi Theme!,TRUE,30,3503,123,41,Beginner Level
709,HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,TRUE,195,2354,16,45,All Levels
710,Learning Docker and Kubernetes by Lab,TRUE,30,586,54,56,All Levels
711,Projects in ExpressJS - Learn ExpressJs building 10 projects,TRUE,50,1949,149,102,All Levels
712,PHP For Beginners : Learn PHP From Scratch!,TRUE,100,1825,17,58,All Levels
713,Bootstrap 4.0 New Features: Build Responsive Website,TRUE,40,2296,28,14,All Levels
714,ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,TRUE,30,550,97,70,All Levels
715,Professional RESTful API Design using Python Flask,TRUE,120,578,25,36,Intermediate Level
716,HTML5 APIs For JavaScript - A Course For Web Developers ,TRUE,50,7706,62,45,All Levels
717,Learn Python Django - A Hands-On Course,TRUE,50,1339,21,18,Beginner Level
718,Comprehensive JavaScript Programming,TRUE,20,6760,84,27,All Levels
719,Security for your WordPress site,TRUE,85,1096,8,7,Beginner Level
720,Try Django 1.9 | Build a Blog and Learn Python's #1 Library,TRUE,50,7407,172,147,All Levels
721,Accelerated ES6 JavaScript Training,TRUE,110,5811,850,114,Intermediate Level
722,AWS Serverless APIs & Apps - A Complete Introduction,TRUE,145,2145,166,136,All Levels
723,Python and Django Full Stack Web Developer Bootcamp,TRUE,200,11832,1883,191,All Levels
724,The Complete Elixir and Phoenix Bootcamp,TRUE,50,5279,1375,123,All Levels
725,Build a Real-world App with ASP.NET Core and Angular 2 (4+),TRUE,190,5332,828,160,Intermediate Level
726,REST APIs with Flask and Python,TRUE,110,5151,737,115,Intermediate Level
727,Angular 4 (formerly Angular 2) - The Complete Guide,TRUE,190,73783,19649,329,All Levels
728,Build Websites from Scratch with HTML & CSS,TRUE,145,51257,1955,77,Beginner Level
729,PHP for Beginners -Become a PHP Master - Project Included,TRUE,200,28880,4316,286,All Levels
730,The Professional Ruby on Rails Developer,TRUE,100,17334,676,96,All Levels
731,The Complete Ruby on Rails Developer Course,TRUE,195,33677,3809,283,All Levels
732,Docker Technologies for DevOps and Developers,TRUE,30,19210,3137,44,All Levels
733,JavaScript programming: JavaScript for beginners,TRUE,55,2215,223,74,Beginner Level
734,JSON in Action: Build JSON-Based Applications,TRUE,50,1322,171,37,All Levels
735,Learn Ruby Programming The Easy Way,TRUE,35,3485,22,19,All Levels
736,Learn OAuth 2.0 - Get started as an API Security Expert,TRUE,95,2185,283,45,All Levels
737,AngularJS For .Net Developers From Scratch,TRUE,50,2494,303,40,Intermediate Level
738,"Jekyll: make fast, secure static sites and blogs with Jekyll",TRUE,45,2091,86,29,Beginner Level
739,HTML and CSS BootCamp for Beginners,TRUE,30,1777,35,48,Beginner Level
740,Hosting Django: Amazon Web Services (AWS) Fundamentals,TRUE,45,2573,103,46,All Levels
741,Angular Advanced MasterClass & FREE E-Book,TRUE,150,228,9,72,Intermediate Level
742,Learn Responsive Web Development from Scratch,FALSE,0,59639,2692,24,All Levels
743,Build WordPress Plugin to extend Beaver Builder,TRUE,50,1705,26,17,Intermediate Level
744,Coding Made Easy: A Beginners Guide To JavaScript,TRUE,40,1950,33,16,Beginner Level
745,The Complete Developers Guide to MongoDB,TRUE,150,10945,1286,129,All Levels
746,Electron for Desktop Apps: The Complete Developer's Guide,TRUE,50,2606,241,77,Beginner Level
747,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),TRUE,190,17671,4675,329,All Levels
748,"React JS, Angular & Vue JS - Quickstart & Comparison",TRUE,160,2273,288,142,Beginner Level
749,The Complete JavaScript Course: Build a Real-World Project,TRUE,195,27801,4340,113,All Levels
750,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,TRUE,150,17297,3166,111,All Levels
751,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,TRUE,150,40070,8341,194,All Levels
752,Meteor and React for Realtime Apps,TRUE,140,6527,1384,111,All Levels
753,The Web Developer Bootcamp,TRUE,200,121584,27445,342,All Levels
754,AngularJS JumpStart with Dan Wahlin,TRUE,75,17802,2144,113,All Levels
755,The Complete Web Developer Course 2.0,TRUE,200,114512,22412,304,All Levels
756,Ultimate Web Designer & Developer Course: Build 23 Projects!,TRUE,200,33788,4434,246,All Levels
757,ExpressJS Fundamentals,FALSE,0,21245,914,9,Beginner Level
758,REST WCF Service in ASP.NET,FALSE,0,7905,561,5,All Levels
759,Projects in Node.js - Learn by Example,TRUE,195,869,99,38,All Levels
760,Building Data Visualizations with D3 and Angular 2,TRUE,125,293,30,31,Beginner Level
761,Learn Object Oriented PHP By Building a Complete Website,FALSE,0,36322,2618,32,All Levels
762,Web Programming Course : Asp.Net MVC,TRUE,100,2760,76,26,All Levels
763,Learn Spring Framework Practically - Hands On Recipies,TRUE,145,522,50,48,All Levels
764,One-stop Ruby on Rails: Build Web Applications from Scratch,TRUE,145,1628,162,129,All Levels
765,Learn what's new in PHP 7,FALSE,0,12336,271,26,Intermediate Level
766,Dive Into Docker: The Docker Course for Developers,FALSE,0,6437,313,22,Beginner Level
767,"Basic Concepts of Web Development, HTTP and Java Servlets",TRUE,35,2797,59,10,Beginner Level
768,The Most Comprehensive Web Development Course,TRUE,200,333,22,353,All Levels
769,Learn and Understand AngularJS,TRUE,175,59361,11580,55,All Levels
770,JavaScript: Understanding the Weird Parts,TRUE,175,79612,16976,85,All Levels
771,Webpack 2: The Complete Developer's Guide,TRUE,75,8964,1893,56,All Levels
772,Build Responsive Real World Websites with HTML5 and CSS3,TRUE,195,43977,7106,77,All Levels
773,ES6 Javascript: The Complete Developer's Guide,TRUE,80,13010,2709,68,Beginner Level
774,Learn and Understand NodeJS,TRUE,195,58208,11123,98,All Levels
775,Understanding TypeScript,TRUE,110,9132,1560,137,All Levels
776,Advanced React and Redux,TRUE,140,21998,3326,119,Intermediate Level
777,Modern React with Redux,TRUE,180,50815,15117,150,All Levels
778,Angular Styling & Animations (for Angular 2 and Angular 4),TRUE,120,4138,307,107,Intermediate Level
779,The Complete ASP.NET MVC 5 Course,TRUE,190,20652,6357,138,All Levels
780,GraphQL with React: The Complete Developers Guide,TRUE,150,6412,987,114,Intermediate Level
781,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",FALSE,0,2464,17,9,All Levels
782,WordPress in under an hour - Create/manage your own website!,FALSE,0,6474,86,15,All Levels
783,Twitter Bootstrap 2 for Beginners,TRUE,20,2388,139,12,Beginner Level
784,Bootstrap Tutorial - Essentials From Basic to Advanced,TRUE,195,1494,23,62,All Levels
785,Create an Engaging Website with Twitter Bootstrap 2.x,TRUE,20,1463,56,24,All Levels
786,Javascript :basics for beginners,TRUE,30,1057,22,12,Beginner Level
787,CSS Tutorial For Beginners: Style Your Wordpress Templates,TRUE,35,1049,22,47,Beginner Level
788,HTML5 And CSS3 - Build Modern Responsive Websites,TRUE,175,109,17,69,All Levels
789,PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,TRUE,95,2073,24,16,All Levels
790,Web Development: Make A Website That Will Sell For Thousands,TRUE,50,1116,62,51,All Levels
791,WordPress Basics to Business: Share and Sell your Expertise,TRUE,50,1125,10,45,Beginner Level
792,PHP Zend Framework 2:Creating a CRUD Application,TRUE,40,802,6,9,All Levels
793,JavaScript Fundamentals,FALSE,0,4409,71,100,All Levels
794,Building a Website With Jekyll,TRUE,20,686,19,21,All Levels
795,Big Data and Apache Hadoop for Developers - Fundamentals,TRUE,30,1154,89,9,Intermediate Level
796,Wordpress Development : Create a Custom Wordpress Website,TRUE,120,885,3,13,All Levels
797,How to Make a Wordpress Website 2017,FALSE,0,2437,137,10,Beginner Level
798,RESTful Services with ASP.NET Web API,TRUE,85,716,59,34,All Levels
799,Web Hosting Fundamentals,TRUE,20,1867,19,8,All Levels
800,Learning Path: React: Make Stunning React Websites,TRUE,200,91,5,53,Expert Level
801,Administering Microsoft SQL Server 2012 Databases - 70-462,TRUE,60,586,65,98,All Levels
802,PHP CodeIgniter:CRUD concepts in MVC,TRUE,40,601,4,6,All Levels
803,Adobe Experience Manager CMS Basics,TRUE,35,81,14,33,Beginner Level
804,Introduction to Frontend Web Development For  Beginners,TRUE,145,1018,28,48,Beginner Level
805,PHP: Complete Login and Registration System with PHP & MYSQL,TRUE,200,1448,173,48,All Levels
806,JavaScript Complete Guide to learning JavaScript,TRUE,200,1296,22,72,Beginner Level
807,Advanced Scalable Python Web Development Using Flask,TRUE,120,1299,56,71,Intermediate Level
808,jQuery for Absolute Beginners - Lite,TRUE,20,1769,49,7,All Levels
809,HTML Complete Course - Beginner to Expert,FALSE,0,20073,615,28,All Levels
810,Cross-Platform Development with ASP.NET Core 1.0 MVC,TRUE,35,601,126,64,All Levels
811,Build a Photo Blog with Ruby on Rails,TRUE,20,2281,32,21,Intermediate Level
812,Practical PHP: Master the Basics and Code Dynamic Websites,FALSE,0,83737,4598,45,All Levels
813,Sass Workflow,FALSE,0,20890,945,21,Beginner Level
814,Learn PHP Fundamentals From Scratch,FALSE,0,48650,1236,9,Beginner Level
815,XML For Absolute Beginners: Learn to create your own tags,TRUE,75,1945,58,10,Beginner Level
816,Joomla: Create a Joomla Website This Weekend With NO CODING!,FALSE,0,18496,386,30,Beginner Level
817,JavaScript for beginners - A Complete Guide,TRUE,100,1193,87,58,All Levels
818,Laravel Deployment - Launch your Laravel Application Online,FALSE,0,4905,101,13,Intermediate Level
819,WordPress Development Crash Course: From Zero To Hero,TRUE,60,1699,8,22,All Levels
820,Learn how to create a WordPress theme using Pinegrow,FALSE,0,11812,152,19,Intermediate Level
821,Learn to Build Web Apps using Laravel Framework,TRUE,30,746,93,39,All Levels
822,Flexbox: The complete guide,TRUE,35,189,7,16,All Levels
823,How to Safely Copy and Move Your WordPress Website,TRUE,60,1419,38,20,Intermediate Level
824,AngularJs :basics for beginners,TRUE,45,1237,16,14,All Levels
825,JSON For Beginners: A Very Basic Introduction,TRUE,65,1703,27,8,Beginner Level
826,Learn SASS and improve your CSS,TRUE,55,1849,29,24,All Levels
827,Angular Tutorial For Beginners,FALSE,0,5397,112,36,Beginner Level
828,HTML and CSS for Absolute Beginners,FALSE,0,4410,52,26,All Levels
829,"JavaScript, jQuery and Ajax",TRUE,20,1554,30,60,All Levels
830,Laravel Blog Development Starter,FALSE,0,4499,138,20,All Levels
831,React: Learn ReactJS Fundamentals for Front-End Developers,TRUE,55,1993,55,26,All Levels
832,JavaScript For Absolute Beginners - Level Two,TRUE,30,424,85,9,Intermediate Level
833,How To Create A Real Estate Website With Wordpress 2017,FALSE,0,3782,32,11,Beginner Level
834,The Complete HTML5 and CSS3 Course - with 8 Websites Design,TRUE,30,1551,42,78,All Levels
835,Introduction to Modern Programming with PHP,TRUE,20,954,183,123,Beginner Level
836,HTML Introduction Course: Learn HTML in 2 hours!!!,FALSE,0,7304,368,28,All Levels
837,Learn HTML & CSS: How To Start Your Web Development Career,FALSE,0,15462,689,60,Beginner Level
838,React vs Angular vs Vue.js by Example,FALSE,0,6958,132,30,Beginner Level
839,Create WordPress Plugins,TRUE,50,964,19,21,All Levels
840,Build and Deploy a LAMP server on AWS,FALSE,0,3571,18,8,Beginner Level
841,Build your own Beautiful Blog in WordPress + SEO,TRUE,200,2421,6,28,All Levels
842,AngularJS Authentication: Secure Your App with Auth0,FALSE,0,21689,1080,13,All Levels
843,Learn Bootstrap 4 by Example,FALSE,0,5542,54,9,All Levels
844,Complete WooCommerce Plugin Tutorial For Wordpress 2017,FALSE,0,7922,183,16,Beginner Level
845,How To Build And Make A Wordpress Website From Scratch 2017,FALSE,0,7055,166,24,All Levels
846,Docker for Developers - Newest Version 1.12 with Swarm Mode,TRUE,95,767,104,81,Beginner Level
847,Angular Material - Quickstart,FALSE,0,3766,135,14,Beginner Level
848,HTML and CSS for Beginners - Build a Website & Launch ONLINE,FALSE,0,70773,5660,50,All Levels
849,"Core: A Web App Reference Guide for Django, Python, and More",TRUE,195,2497,98,154,All Levels
850,"JSON with Java APIs, jQuery and JSON REST Web Services",TRUE,95,799,87,41,Beginner Level
851,Bootstrap 4 Quick Start: Code Modern Responsive Websites,FALSE,0,41478,2104,13,All Levels
852,Learn Symfony 3 framework by practical examples,TRUE,125,867,177,48,All Levels
853,"Complete Web Development with HTML, CSS and Javascript",FALSE,0,2097,16,10,Intermediate Level
854,Web Hosting Introduction: How to Publish Your Website Online,FALSE,0,5533,137,11,Beginner Level
855,Django For Beginners,TRUE,175,534,16,51,Beginner Level
856,Introduction to QGIS Python Programming,TRUE,85,197,26,28,Beginner Level
857,Learning Object-Oriented JavaScript,TRUE,75,533,54,23,Intermediate Level
858,Bootstrap Tutorial for Beginners,TRUE,20,1036,27,20,Beginner Level
859,Learn Bootstrap3 With Multi Purposes Single Page Layout,FALSE,0,4503,146,122,All Levels
860,HTML for Beginners,FALSE,0,8592,336,35,Beginner Level
861,How to Build WordPress Themes: A Web Designer's Guide,TRUE,165,183,30,47,Intermediate Level
862,XML DTD :basics for beginners,TRUE,35,903,3,7,All Levels
863,Learn to make an HTML 5 website with a video background,TRUE,80,1236,18,14,All Levels
864,Learn Authentication With ASP.NET Identity Security 2017,TRUE,50,305,45,13,All Levels
865,HTML and CSS Foundations,FALSE,0,1544,15,29,Beginner Level
866,Python Web Programming,TRUE,100,1020,46,60,Beginner Level
867,Build a Complete Registration and Login System using PHP MVC,TRUE,80,325,50,106,All Levels
868,ES6 / EcmaScript 6 for beginners an introduction,FALSE,0,3227,19,21,Intermediate Level
869,React for visual learners,TRUE,20,659,64,26,All Levels
870,Learn to Create Advance Responsive Websites With Bootstrap,TRUE,20,2528,15,30,All Levels
871,Master the Art of Web Design with HTML & CSS,TRUE,145,550,15,59,All Levels
872,Sell Courses On Your Own Website - No Coding Required!,TRUE,100,1032,9,21,All Levels
873,Implementing a Data Warehouse with SQL Server 2012 ,TRUE,85,1142,148,90,All Levels
874,Learning 200 jQuery Functions with 800 Examples,TRUE,195,1766,38,118,All Levels
875,Create Complete Web Applications easily with APEX 5,TRUE,30,912,128,81,Intermediate Level
876,"Learn Gulp, The Streaming Build System",TRUE,25,1305,38,16,All Levels
877,Perfect React JS Course - Understand Relevant Details,TRUE,200,653,20,25,Beginner Level
878,Create a classified website in 2 hours - guaranteed,TRUE,50,3411,84,22,All Levels
879,Learn HTML And CSS From Scratch,FALSE,0,11533,240,18,Beginner Level
880,Become a Certified Web Developer - Beginner to Expert,TRUE,200,3397,12,85,All Levels
881,Complete Bootstrap 4 course - build 3 projects,FALSE,0,7865,241,36,All Levels
882,Up and Running with Phalcon,TRUE,20,715,12,12,All Levels
883,HTML : HTML Awesomeness,TRUE,25,988,23,27,Beginner Level
884,Build CRUD Application - PHP & Mysql,FALSE,0,4405,71,12,Beginner Level
885,All You Need To Know About AngularJS - Training On AngularJS,TRUE,50,1936,88,53,All Levels
886,PSD To a Creative Landing Page Using Twitter Bootstrap 3,FALSE,0,11666,546,20,Beginner Level
887,Ready for Production with Spring Boot Actuator,TRUE,55,361,26,49,Intermediate Level
888,AngularJS For Beginners,FALSE,0,30531,1948,53,All Levels
889,Learning Path: Akka: Building Applications and Microservices,TRUE,200,88,8,55,Intermediate Level
890,Set up a localhost Web Server for Faster Website Development,TRUE,30,55,13,31,All Levels
891,Mastering Meteor: Reactive Full Stack JavaScript,TRUE,95,494,46,37,Expert Level
892,Build A Professional Wordpress Website In An Hour,TRUE,20,1294,11,15,All Levels
893,Build a file hosting/sharing site in less than 2 hours ,TRUE,20,976,29,13,All Levels
894,Introduction to Java Programming for Online Learners,TRUE,200,1586,87,124,Beginner Level
895,Create full featured Landing Page in Ruby on Rails in 3 hour,TRUE,30,1550,15,23,All Levels
896,How to create a  video blog with WordPress,TRUE,25,1209,8,62,All Levels
897,PHP For WordPress Development,TRUE,35,850,12,16,Beginner Level
898,Create a Professional Website Without Programming/Coding,FALSE,0,5421,93,20,All Levels
899,How to Build an Autocomplete System Like Google,TRUE,30,255,5,9,All Levels
900,Master EmberJS : Learn Ember JS From Scratch,TRUE,120,707,59,103,All Levels
901,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,FALSE,0,6856,137,19,Beginner Level
902,Learn Top Ten PHP FrameWorks By Building Projects,TRUE,60,1007,96,87,All Levels
903,How to Make a Video Blog Website From Scratch w/ Wordpress ,FALSE,0,12952,163,22,All Levels
904,Build Websites And Apps By Outsourcing,TRUE,20,2299,11,22,All Levels
905,Learning Path: Web Applications with Spring and Angular,TRUE,200,19,2,33,Expert Level
906,Learn Ruby on Rails By Building Projects,TRUE,60,1736,79,47,All Levels
907,Canvas image Creator HTML5 JavaScript project from Scratch,TRUE,100,2195,10,35,Intermediate Level
908,Javascript Essentials,FALSE,0,47062,5590,41,Beginner Level
909,Devtools 2017: The Basics of Chrome Developer Tools,FALSE,0,4569,108,18,Beginner Level
910,Chrome Extensions : Develop 5 chrome extensions from scratch,FALSE,0,3655,85,44,Beginner Level
911,Learn how to quickly build websites using Wordpress,FALSE,0,15715,406,28,All Levels
912,Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,TRUE,75,578,40,84,Expert Level
913,Develop a Professional OnePage WordPress site With No Coding,TRUE,20,1747,13,13,Beginner Level
914,PHP Specialist (2017 Edition),TRUE,100,197,11,53,Beginner Level
915,Python Programming: Create an Digital Marketplace in Django,TRUE,195,4198,145,161,All Levels
916,Create Ajax Chat App with PHP & Mysql,TRUE,45,540,11,19,Beginner Level
917,Mastering Thymeleaf with Spring,TRUE,75,942,161,64,All Levels
918,Learn Rails Programming in Less than 2 Hours,TRUE,35,2470,24,19,All Levels
919,Wordpress Backup & Restore,TRUE,95,478,37,18,All Levels
920,Learn JavaScript Dynamic Interactive Projects for Beginners,TRUE,100,2558,12,36,Beginner Level
921,Build Modern Websites Super Fast,TRUE,25,2178,22,19,All Levels
922,SAP - Learn SAPUI5 Professional Development,TRUE,195,860,201,56,All Levels
923,Wordpress Security,TRUE,95,2888,26,24,All Levels
924,Learn HTML5 At Your Own Pace. Ideal for Beginners,TRUE,50,3026,60,67,All Levels
925,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,TRUE,20,2164,290,70,All Levels
926,Build Real World Websites from Scratch using HTML5 and CSS3,TRUE,195,10874,114,59,Beginner Level
927,How to become an App Developer,TRUE,200,1935,17,10,Beginner Level
928,"Modern JavaScript: Building Real-World, Real-Time Apps",TRUE,50,1871,154,60,Intermediate Level
929,JavaScript Introduction to Object Oriented JavaScript,TRUE,90,7789,59,23,Beginner Level
930,Core HTML How to get online quickly HTML to HTML5 ,TRUE,90,10394,33,34,Beginner Level
931,Building Websites JavaScript and the DOM,TRUE,120,17759,64,37,Beginner Level
932,Complete Login and Registration System in PHP and MYSQL,TRUE,200,4714,149,28,All Levels
933,The Complete E-Commerce Web Developer Course 5.0,TRUE,195,3209,58,96,All Levels
934,HTML5 canvas Bootcamp for beginners 25 easy steps,TRUE,120,14118,30,27,Beginner Level
935,Advanced HTML5 Tutorial for Web Developers,TRUE,50,11847,57,57,All Levels
936,Learn the Basics of Programming for Marketers,TRUE,55,11339,43,26,Beginner Level
937,Css For Beginners,TRUE,85,1156,13,28,Beginner Level
938,GRUNT js: Automate web development tasks and save your time,TRUE,55,1534,33,18,All Levels
939,Mastering Web and Mobile Debugging Using Chrome Dev Tools,TRUE,195,1102,12,21,All Levels
940,HTML : Beginner Guide to HTML writing,TRUE,20,783,20,13,Beginner Level
941,Build Web Apps Using EmberJS: The Complete Course,TRUE,40,627,126,31,All Levels
942,SharePoint 2013 Development using C# - Part I,TRUE,50,891,101,119,All Levels
943,SAP Crystal Reports with ASP.Net (Step by step),FALSE,0,7484,304,5,Beginner Level
944,Building Responsive Data Visualizations with D3 JS,TRUE,85,876,59,28,All Levels
945,Learn Rails Programming in Less than 30 Minute - Lite,TRUE,20,1235,25,7,All Levels
946,SASS - Beginner Crash Course,TRUE,25,1143,34,13,Beginner Level
947,Angular 2 Fundamentals for Web Developers,TRUE,40,450,61,41,All Levels
948,Easily Learn Web Development With Drop & Drag: OptimizePress,TRUE,20,1442,9,25,Beginner Level
949,XML XSLT - Crash Course for Beginners,TRUE,45,426,4,9,All Levels
950,Create Your Own Successful Online School To Sell Courses,TRUE,95,2814,14,39,Beginner Level
951,Flask Tutorial Step by Step,FALSE,0,4645,171,19,Intermediate Level
952,Ruby on Rails a Beginners Guide ,FALSE,0,13130,346,88,Beginner Level
953,Mastering Basic CSS Selectors.,FALSE,0,3933,23,14,Beginner Level
954,Create a Website Similar to Facebook from Scratch!,TRUE,25,2197,9,12,All Levels
955,Comprehensive TypeScript,TRUE,125,1318,78,51,All Levels
956,"Essential HTML, CSS & HTML5 Training",TRUE,50,1553,35,43,Beginner Level
957,HTML 5 and CSS 3 - tricks and workarounds,TRUE,80,2007,10,113,All Levels
958,"How to Register a Domain, Set Up Hosting, and Edit Web Pages",TRUE,45,1540,19,39,Beginner Level
959,WordPress Plugins Treasure Chest,TRUE,25,1655,10,44,Intermediate Level
960,Practical Understanding of PHP and MySQL,FALSE,0,12201,217,24,Beginner Level
961,"AngularJS for Beginners, Single-Page Applications Made Easy",TRUE,200,1284,46,30,All Levels
962,Building a Social Network in PHP & MySQL From Scratch,TRUE,50,869,125,78,All Levels
963,XML DOM - Crash Course for Beginners,TRUE,45,396,6,8,All Levels
964,Create a Powerful Website with the Cool Bootstrap Framework,FALSE,0,7142,41,25,All Levels
965,HTML5 and CSS3 -Start building beautiful websites,TRUE,150,1414,14,22,All Levels
966,Getting Started as a Web Developer,FALSE,0,9833,241,15,Beginner Level
967,Learn Laravel: Create Your Web App Step-By-Step,TRUE,45,604,47,35,All Levels
968,Professional Web Scraping with Java,TRUE,50,685,37,14,Intermediate Level
969,3D Programming with WebGL and Babylon.js for Beginners,TRUE,200,549,49,18,Intermediate Level
970,Learn to make a colorful one page website,TRUE,200,1220,16,16,All Levels
971,WordPress Plugin Tutorial,TRUE,40,1588,8,15,Beginner Level
972,Introduction to HTML,FALSE,0,8371,212,18,Beginner Level
973,Learn JavaScript From Scratch:Become Top Rated Web Developer,TRUE,65,2570,17,87,All Levels
974,"Installing Wordpress 4 - Installation, Registrars & Hosting",TRUE,45,6117,188,28,Beginner Level
975,Learn PHP Programming for Absolute Beginners,TRUE,35,5368,78,20,All Levels
976,WordPress for Beginners 2017 + Google AdSense Implementation,TRUE,195,2225,14,64,All Levels
